"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20478";"JACARAÚ";"20478";"JACARAÚ";60;11;"Prefeito";13408;41;1;0;42;11124;0;2284;"N";11124;10470;10470;10470;0;0;0;0;0;0;0;0;0;163;491;491;0;0;"21:40:21";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21717";"SANTANA DE MANGUEIRA";"21717";"SANTANA DE MANGUEIRA";41;11;"Prefeito";4383;16;0;0;16;3924;0;459;"N";3924;3797;3797;3797;0;0;0;0;0;0;0;0;0;24;103;103;0;0;"21:40:58";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";2;427;"Eleições Municipais 2020";"29/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";1;11;"Prefeito";100960;242;11;0;253;76744;0;24216;"N";76744;67284;67284;67284;0;0;0;0;0;0;0;0;0;2777;6683;6683;0;0;"18:10:05";"29/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";1;13;"Vereador";100960;242;11;0;253;78978;0;21982;"N";78978;71281;71068;67327;3741;3741;0;40;0;0;173;0;0;3253;4444;4320;124;0;"15:40:00";"18/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19518";"BOQUEIRÃO";"19518";"BOQUEIRÃO";62;13;"Vereador";14321;44;7;0;51;12524;0;1797;"N";12524;11778;11737;11289;448;448;0;0;0;0;41;0;0;195;551;548;3;0;"21:43:05";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21113";"OLIVEDOS";"21113";"OLIVEDOS";23;13;"Vereador";3908;12;1;0;13;3568;0;340;"N";3568;3422;3422;3301;121;121;0;0;0;0;0;0;0;22;124;124;0;0;"19:31:25";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21938";"SÃO JOSÉ DO BONFIM";"21938";"SÃO JOSÉ DO BONFIM";65;13;"Vereador";3780;10;6;0;16;3305;0;475;"N";3305;3135;3135;2965;170;170;0;0;0;0;0;0;0;36;134;134;0;0;"20:12:28";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20737";"LUCENA";"20737";"LUCENA";2;13;"Vereador";12095;34;0;0;34;10362;0;1733;"N";10362;9823;9823;9353;470;470;0;0;0;0;0;0;0;143;396;311;85;0;"22:10:03";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20656";"LAGOA DE DENTRO";"20656";"LAGOA DE DENTRO";60;13;"Vereador";7119;19;0;0;19;6135;0;984;"N";6135;5908;4272;4046;226;226;0;1636;0;0;0;0;0;73;154;154;0;0;"10:15:56";"12/01/2024"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19402";"SÃO BENTINHO";"19402";"SÃO BENTINHO";51;11;"Prefeito";3673;10;0;0;10;3271;0;402;"N";3271;3196;3196;3196;0;0;0;0;0;0;0;0;0;20;55;55;0;0;"19:31:33";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20419";"ITAPORANGA";"20419";"ITAPORANGA";33;11;"Prefeito";16715;44;1;0;45;13785;0;2930;"N";13785;12866;12866;12866;0;0;0;0;0;0;0;0;0;323;596;596;0;0;"21:44:50";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19887";"VIEIRÓPOLIS";"19887";"VIEIRÓPOLIS";53;11;"Prefeito";4876;14;10;0;24;4156;0;720;"N";4156;3737;3737;3737;0;0;0;0;0;0;0;0;0;117;302;302;0;0;"19:10:18";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20079";"CURRAL VELHO";"20079";"CURRAL VELHO";42;11;"Prefeito";2281;8;0;0;8;1979;0;302;"N";1979;1899;1899;1899;0;0;0;0;0;0;0;0;0;13;67;67;0;0;"20:12:05";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19461";"MARIZÓPOLIS";"19461";"MARIZÓPOLIS";35;11;"Prefeito";5916;16;1;0;17;5316;0;600;"N";5316;5096;5096;5096;0;0;0;0;0;0;0;0;0;59;161;161;0;0;"19:10:20";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19801";"CATURITÉ";"19801";"CATURITÉ";59;11;"Prefeito";4688;15;3;0;18;4292;0;396;"N";4292;4128;4104;4104;0;0;0;0;0;0;24;0;0;47;117;117;0;0;"21:59:32";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20095";"DESTERRO";"20095";"DESTERRO";30;11;"Prefeito";7098;18;12;0;30;6304;0;794;"N";6304;6113;6113;6113;0;0;0;0;0;0;0;0;0;33;158;158;0;0;"21:45:49";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19569";"SANTA INÊS";"19569";"SANTA INÊS";41;11;"Prefeito";3702;13;0;0;13;3314;0;388;"N";3314;3167;3167;3167;0;0;0;0;0;0;0;0;0;24;123;123;0;0;"21:40:09";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21873";"SÃO JOSÉ DE CAIANA";"21873";"SÃO JOSÉ DE CAIANA";33;11;"Prefeito";5107;14;0;0;14;4372;0;735;"N";4372;4171;4171;4171;0;0;0;0;0;0;0;0;0;27;174;174;0;0;"21:45:38";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19160";"LOGRADOURO";"19160";"LOGRADOURO";14;11;"Prefeito";3919;13;1;0;14;3560;0;359;"N";3560;3496;3496;3496;0;0;0;0;0;0;0;0;0;13;51;51;0;0;"21:59:35";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21393";"PITIMBU";"21393";"PITIMBU";73;11;"Prefeito";11401;33;1;0;34;10016;0;1385;"N";10016;9498;9498;9498;0;0;0;0;0;0;0;0;0;140;378;378;0;0;"19:31:04";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22098";"SÃO VICENTE DO SERIDÓ";"22098";"SÃO VICENTE DO SERIDÓ";23;11;"Prefeito";8738;28;5;0;33;7478;0;1260;"N";7478;7171;7171;7171;0;0;0;0;0;0;0;0;0;93;214;210;4;0;"21:59:28";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20397";"ITABAIANA";"20397";"ITABAIANA";6;11;"Prefeito";18392;49;33;0;82;15723;0;2669;"N";15723;14705;14705;14705;0;0;0;0;0;0;0;0;0;299;719;719;0;0;"21:42:46";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21539";"QUIXABA";"21539";"QUIXABA";28;11;"Prefeito";2153;6;1;0;7;2036;0;117;"N";2036;1983;1983;1983;0;0;0;0;0;0;0;0;0;10;43;43;0;0;"21:59:29";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20338";"IBIARA";"20338";"IBIARA";41;11;"Prefeito";5491;15;7;0;22;4896;0;595;"N";4896;4606;4606;4606;0;0;0;0;0;0;0;0;0;48;242;242;0;0;"21:40:52";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19941";"BOA VISTA";"19941";"BOA VISTA";22;11;"Prefeito";5921;17;1;0;18;5272;0;649;"N";5272;4435;4435;4435;0;0;0;0;0;0;0;0;0;277;560;560;0;0;"19:10:17";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19283";"SOSSÊGO";"19283";"SOSSÊGO";24;11;"Prefeito";3206;9;2;0;11;2953;0;253;"N";2953;2898;2898;2898;0;0;0;0;0;0;0;0;0;13;42;42;0;0;"19:24:41";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22357";"TEIXEIRA";"22357";"TEIXEIRA";30;13;"Vereador";11353;38;2;0;40;9745;0;1608;"N";9745;9239;7119;6784;335;335;0;0;0;0;2120;0;0;174;332;332;0;0;"16:03:58";"19/10/2022"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19062";"CAPIM";"19062";"CAPIM";7;13;"Vereador";6608;20;0;0;20;5709;0;899;"N";5709;5444;5400;5071;329;329;0;0;0;0;44;0;0;67;198;198;0;0;"21:41:57";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20613";"JURU";"20613";"JURU";74;13;"Vereador";7456;25;6;0;31;6283;0;1173;"N";6283;5933;5912;5543;369;369;0;21;0;0;0;0;0;51;299;299;0;0;"08:05:00";"27/05/2021"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22438";"VÁRZEA";"22438";"VÁRZEA";26;13;"Vereador";2537;8;2;0;10;2336;0;201;"N";2336;2252;2252;2177;75;75;0;0;0;0;0;0;0;21;63;63;0;0;"19:31:18";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19364";"CACIMBAS";"19364";"CACIMBAS";30;13;"Vereador";5968;17;7;0;24;5205;0;763;"N";5205;4931;2751;2545;206;206;0;0;0;0;2180;0;0;44;230;230;0;0;"08:18:02";"15/12/2022"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19127";"RIACHÃO DO BACAMARTE";"19127";"RIACHÃO DO BACAMARTE";8;13;"Vereador";4259;14;2;0;16;3792;0;467;"N";3792;3588;3588;3376;212;212;0;0;0;0;0;0;0;40;164;164;0;0;"21:47:00";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21415";"POCINHOS";"21415";"POCINHOS";50;13;"Vereador";13491;36;0;0;36;11809;0;1682;"N";11809;11058;11058;10518;540;540;0;0;0;0;0;0;0;196;555;555;0;0;"21:40:34";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20001";"SANTA CECÍLIA";"20001";"SANTA CECÍLIA";18;13;"Vereador";6185;19;6;0;25;5736;0;449;"N";5736;5501;5501;5255;246;246;0;0;0;0;0;0;0;62;173;173;0;0;"21:59:34";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20818";"MANAÍRA";"20818";"MANAÍRA";34;11;"Prefeito";8323;27;3;0;30;7263;0;1060;"N";7263;6920;6920;6920;0;0;0;0;0;0;0;0;0;48;295;295;0;0;"21:49:09";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20958";"MONTEIRO";"20958";"MONTEIRO";29;11;"Prefeito";24515;74;19;0;93;21032;0;3483;"N";21032;19910;19910;19910;0;0;0;0;0;0;0;0;0;280;842;842;0;0;"21:48:59";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21776";"SANTA TERESINHA";"21776";"SANTA TERESINHA";65;11;"Prefeito";5385;15;7;0;22;4805;0;580;"N";4805;4639;4639;4639;0;0;0;0;0;0;0;0;0;46;120;120;0;0;"21:40:28";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21458";"PRATA";"21458";"PRATA";43;11;"Prefeito";4002;12;1;0;13;3680;0;322;"N";3680;3549;3549;3549;0;0;0;0;0;0;0;0;0;22;109;109;0;0;"19:25:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20915";"MONTADAS";"20915";"MONTADAS";50;13;"Vereador";4712;13;1;0;14;4207;0;505;"N";4207;3938;3938;3734;204;204;0;0;0;0;0;0;0;81;188;188;0;0;"22:50:02";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19135";"SÃO JOÃO DO RIO DO PEIXE";"19135";"SÃO JOÃO DO RIO DO PEIXE";37;13;"Vereador";13477;40;39;0;79;11602;0;1875;"N";11602;10997;8783;8244;539;539;0;2214;0;0;0;0;0;199;406;406;0;0;"09:26:17";"12/01/2023"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20192";"EMAS";"20192";"EMAS";32;13;"Vereador";3283;10;0;0;10;2957;0;326;"N";2957;2824;2824;2715;109;109;0;0;0;0;0;0;0;16;117;117;0;0;"21:48:42";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21318";"PILAR";"21318";"PILAR";44;13;"Vereador";9612;33;0;0;33;8321;0;1291;"N";8321;7898;7556;7167;389;389;0;342;0;0;0;0;0;142;281;280;1;0;"08:15:00";"10/06/2021"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21334";"PILÕES";"21334";"PILÕES";11;13;"Vereador";6728;20;6;0;26;5681;0;1047;"N";5681;5273;5273;4940;333;333;0;0;0;0;0;0;0;99;309;309;0;0;"19:31:00";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19410";"BELÉM DO BREJO DO CRUZ";"19410";"BELÉM DO BREJO DO CRUZ";38;13;"Vereador";6209;19;2;0;21;5631;0;578;"N";5631;5421;3838;3717;121;121;0;1583;0;0;0;0;0;40;170;170;0;0;"09:05:51";"09/01/2025"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22330";"TAVARES";"22330";"TAVARES";34;13;"Vereador";11172;30;15;0;45;9007;0;2165;"N";9007;8406;6053;5610;443;443;0;2353;0;0;0;0;0;161;440;440;0;0;"09:20:01";"17/12/2021"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21733";"SANTANA DOS GARROTES";"21733";"SANTANA DOS GARROTES";66;13;"Vereador";6137;20;5;0;25;5130;0;1007;"N";5130;4836;4614;4335;279;279;0;0;0;0;222;0;0;44;250;248;2;0;"21:43:47";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20559";"JUAZEIRINHO";"20559";"JUAZEIRINHO";56;13;"Vereador";13008;42;7;0;49;10818;0;2190;"N";10818;10217;10069;9514;555;555;0;0;0;0;148;0;0;169;432;425;7;0;"09:50:00";"24/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22411";"UMBUZEIRO";"22411";"UMBUZEIRO";18;13;"Vereador";6497;17;13;0;30;5685;0;812;"N";5685;5266;5264;4962;302;302;0;0;0;0;2;0;0;117;302;302;0;0;"21:59:33";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19372";"BAYEUX";"19372";"BAYEUX";61;11;"Prefeito";71288;211;29;0;240;61109;0;10179;"N";61109;53817;53817;53817;0;0;0;0;0;0;0;0;0;2514;4778;4778;0;0;"21:43:41";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19054";"ALAGOA GRANDE";"19054";"ALAGOA GRANDE";9;11;"Prefeito";21480;65;25;0;90;17556;0;3924;"N";17556;16563;16563;16563;0;0;0;0;0;0;0;0;0;295;698;698;0;0;"21:42:40";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21830";"SÃO JOÃO DO TIGRE";"21830";"SÃO JOÃO DO TIGRE";29;11;"Prefeito";3766;13;0;0;13;3405;0;361;"N";3405;3273;3273;3273;0;0;0;0;0;0;0;0;0;21;111;111;0;0;"21:48:53";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21253";"PEDRAS DE FOGO";"21253";"PEDRAS DE FOGO";44;11;"Prefeito";22796;70;1;0;71;19658;0;3138;"N";19658;18815;18815;18815;0;0;0;0;0;0;0;0;0;244;599;599;0;0;"21:47:55";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19585";"AMPARO";"19585";"AMPARO";43;11;"Prefeito";2592;9;0;0;9;2389;0;203;"N";2389;2333;2333;2333;0;0;0;0;0;0;0;0;0;11;45;45;0;0;"20:12:34";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";2;427;"Eleições Municipais 2020";"29/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";77;11;"Prefeito";108299;261;37;0;298;86048;0;22251;"N";86048;75400;75400;75400;0;0;0;0;0;0;0;0;0;3014;7634;7634;0;0;"18:10:05";"29/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20630";"LAGOA";"20630";"LAGOA";31;13;"Vereador";4742;14;4;0;18;4095;0;647;"N";4095;3891;3891;3756;135;135;0;0;0;0;0;0;0;34;170;170;0;0;"19:24:54";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19003";"RIACHÃO DO POÇO";"19003";"RIACHÃO DO POÇO";4;13;"Vereador";4267;14;6;0;20;3816;0;451;"N";3816;3626;3626;3463;163;163;0;0;0;0;0;0;0;37;153;153;0;0;"21:41:10";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19860";"SÃO FRANCISCO";"19860";"SÃO FRANCISCO";63;13;"Vereador";3981;11;11;0;22;3650;0;331;"N";3650;3446;3446;3313;133;133;0;0;0;0;0;0;0;25;179;179;0;0;"20:12:22";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22233";"SOLEDADE";"22233";"SOLEDADE";23;13;"Vereador";10876;30;10;0;40;9285;0;1591;"N";9285;8834;8834;8384;450;450;0;0;0;0;0;0;0;143;308;308;0;0;"21:59:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21253";"PEDRAS DE FOGO";"21253";"PEDRAS DE FOGO";44;13;"Vereador";22796;70;1;0;71;19658;0;3138;"N";19658;18699;18699;17723;976;976;0;0;0;0;0;0;0;397;562;559;3;0;"21:47:55";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19232";"AREIAL";"19232";"AREIAL";19;13;"Vereador";5754;15;0;0;15;4873;0;881;"N";4873;4477;3237;3081;156;156;0;0;0;0;1240;0;0;113;283;283;0;0;"14:30:05";"25/08/2022"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21857";"SÃO JOSÉ DA LAGOA TAPADA";"21857";"SÃO JOSÉ DA LAGOA TAPADA";52;11;"Prefeito";6439;16;22;0;38;5568;0;871;"N";5568;4987;4987;4987;0;0;0;0;0;0;0;0;0;246;335;335;0;0;"21:59:32";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21431";"POMBAL";"21431";"POMBAL";31;11;"Prefeito";24669;76;10;0;86;20558;0;4111;"N";20558;19806;19806;19806;0;0;0;0;0;0;0;0;0;188;564;564;0;0;"19:10:16";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19089";"CUITÉ DE MAMANGUAPE";"19089";"CUITÉ DE MAMANGUAPE";7;11;"Prefeito";7048;22;1;0;23;5923;0;1125;"N";5923;5580;5580;5580;0;0;0;0;0;0;0;0;0;85;258;258;0;0;"19:24:38";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19062";"CAPIM";"19062";"CAPIM";7;11;"Prefeito";6608;20;0;0;20;5709;0;899;"N";5709;5309;5309;5309;0;0;0;0;0;0;0;0;0;102;298;298;0;0;"21:41:57";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19003";"RIACHÃO DO POÇO";"19003";"RIACHÃO DO POÇO";4;11;"Prefeito";4267;14;6;0;20;3816;0;451;"N";3816;3634;3634;3634;0;0;0;0;0;0;0;0;0;53;129;129;0;0;"21:41:10";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19453";"BOM JESUS";"19453";"BOM JESUS";68;11;"Prefeito";2980;8;8;0;16;2692;0;288;"N";2692;2610;2610;2610;0;0;0;0;0;0;0;0;0;15;67;67;0;0;"19:11:06";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19720";"PARARI";"19720";"PARARI";58;11;"Prefeito";2176;7;1;0;8;1936;0;240;"N";1936;1879;1879;1879;0;0;0;0;0;0;0;0;0;19;38;38;0;0;"19:25:37";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19976";"COREMAS";"19976";"COREMAS";52;11;"Prefeito";11738;31;5;0;36;9718;0;2020;"N";9718;9382;9382;9382;0;0;0;0;0;0;0;0;0;80;256;256;0;0;"19:24:47";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19500";"BERNARDINO BATISTA";"19500";"BERNARDINO BATISTA";53;11;"Prefeito";2963;8;9;0;17;2692;0;271;"N";2692;2612;2612;2612;0;0;0;0;0;0;0;0;0;13;67;67;0;0;"21:59:34";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19534";"IGARACY";"19534";"IGARACY";66;13;"Vereador";5710;17;4;0;21;4886;0;824;"N";4886;4636;4636;4419;217;217;0;0;0;0;0;0;0;39;211;211;0;0;"21:45:20";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20575";"JUNCO DO SERIDÓ";"20575";"JUNCO DO SERIDÓ";56;13;"Vereador";5409;19;1;0;20;4782;0;627;"N";4782;4512;4512;4325;187;187;0;0;0;0;0;0;0;50;220;220;0;0;"21:59:33";"15/11/2020"
"06/01/2026";"16:45:21";2020;1;"Eleição Extraordinária";1;584;"Eleição Suplementar Monte Horebe";"11/12/2022";"M";"PB";"20931";"MONTE HOREBE";"20931";"MONTE HOREBE";40;13;"Vereador";3983;12;0;0;12;3103;0;880;"N";3103;2985;2985;2948;37;37;0;0;0;0;0;0;0;33;85;81;4;0;"17:31:58";"11/12/2022"
